image,question,answer
19863.jpg,what is the text present in the image ?,5/2 = 
19864.jpg,what is the text present in the image ?,5-8 = 
19865.jpg,what is the text present in the image ?,4+8 = 
19866.jpg,what is the text present in the image ?,7-6 = 
19867.jpg,what is the text present in the image ?,9*2 = 
19868.jpg,what is the text present in the image ?,8/7 = 
19869.jpg,what is the text present in the image ?,3/5 = 
19870.jpg,what is the text present in the image ?,9*1 = 
19871.jpg,what is the text present in the image ?,3*1 = 
19872.jpg,what is the text present in the image ?,6-3 = 
19873.jpg,what is the text present in the image ?,8-8 = 
19874.jpg,what is the text present in the image ?,7-6 = 
19875.jpg,what is the text present in the image ?,1/1 = 
19876.jpg,what is the text present in the image ?,5+7 = 
19877.jpg,what is the text present in the image ?,9/3 = 
19878.jpg,what is the text present in the image ?,6-6 = 
19879.jpg,what is the text present in the image ?,4*2 = 
19880.jpg,what is the text present in the image ?,3/2 = 
19881.jpg,what is the text present in the image ?,5+1 = 
19882.jpg,what is the text present in the image ?,9/8 = 
19883.jpg,what is the text present in the image ?,3/6 = 
19884.jpg,what is the text present in the image ?,3+5 = 
19885.jpg,what is the text present in the image ?,4-8 = 
19886.jpg,what is the text present in the image ?,2/4 = 
19887.jpg,what is the text present in the image ?,8-1 = 
19888.jpg,what is the text present in the image ?,6/7 = 
19889.jpg,what is the text present in the image ?,2+8 = 
19890.jpg,what is the text present in the image ?,1*1 = 
19891.jpg,what is the text present in the image ?,9*1 = 
19892.jpg,what is the text present in the image ?,8*9 = 
19893.jpg,what is the text present in the image ?,6*8 = 
19894.jpg,what is the text present in the image ?,3+1 = 
19895.jpg,what is the text present in the image ?,6*4 = 
19896.jpg,what is the text present in the image ?,1+7 = 
19897.jpg,what is the text present in the image ?,5*6 = 
19898.jpg,what is the text present in the image ?,5/3 = 
19899.jpg,what is the text present in the image ?,2-3 = 
19900.jpg,what is the text present in the image ?,8/9 = 
19901.jpg,what is the text present in the image ?,6*5 = 
19902.jpg,what is the text present in the image ?,3+1 = 
19903.jpg,what is the text present in the image ?,9/2 = 
19904.jpg,what is the text present in the image ?,7/6 = 
19905.jpg,what is the text present in the image ?,1+6 = 
19906.jpg,what is the text present in the image ?,7/7 = 
19907.jpg,what is the text present in the image ?,4/9 = 
19908.jpg,what is the text present in the image ?,2+6 = 
19909.jpg,what is the text present in the image ?,7*8 = 
19910.jpg,what is the text present in the image ?,2+4 = 
19911.jpg,what is the text present in the image ?,1-1 = 
19912.jpg,what is the text present in the image ?,6-3 = 
19913.jpg,what is the text present in the image ?,8*7 = 
19914.jpg,what is the text present in the image ?,7/9 = 
19915.jpg,what is the text present in the image ?,5-5 = 
19916.jpg,what is the text present in the image ?,3-4 = 
19917.jpg,what is the text present in the image ?,1/9 = 
19918.jpg,what is the text present in the image ?,8/5 = 
19919.jpg,what is the text present in the image ?,1+6 = 
19920.jpg,what is the text present in the image ?,6+5 = 
19921.jpg,what is the text present in the image ?,9+3 = 
19922.jpg,what is the text present in the image ?,7/4 = 
19923.jpg,what is the text present in the image ?,4*9 = 
19924.jpg,what is the text present in the image ?,8/8 = 
19925.jpg,what is the text present in the image ?,9-9 = 
19926.jpg,what is the text present in the image ?,9/8 = 
19927.jpg,what is the text present in the image ?,2*7 = 
19928.jpg,what is the text present in the image ?,5-9 = 
19929.jpg,what is the text present in the image ?,7-1 = 
19930.jpg,what is the text present in the image ?,8-6 = 
19931.jpg,what is the text present in the image ?,2+1 = 
19932.jpg,what is the text present in the image ?,3-8 = 
19933.jpg,what is the text present in the image ?,6-9 = 
19934.jpg,what is the text present in the image ?,9+1 = 
19935.jpg,what is the text present in the image ?,3-5 = 
19936.jpg,what is the text present in the image ?,2/4 = 
19937.jpg,what is the text present in the image ?,2-7 = 
19938.jpg,what is the text present in the image ?,1*5 = 
19939.jpg,what is the text present in the image ?,8*5 = 
19940.jpg,what is the text present in the image ?,9+3 = 
19941.jpg,what is the text present in the image ?,5*3 = 
19942.jpg,what is the text present in the image ?,9-7 = 
19943.jpg,what is the text present in the image ?,7/3 = 
19944.jpg,what is the text present in the image ?,8-2 = 
19945.jpg,what is the text present in the image ?,8/1 = 
19946.jpg,what is the text present in the image ?,9-1 = 
19947.jpg,what is the text present in the image ?,1+3 = 
19948.jpg,what is the text present in the image ?,2*7 = 
19949.jpg,what is the text present in the image ?,5*5 = 
19950.jpg,what is the text present in the image ?,6-5 = 
19951.jpg,what is the text present in the image ?,3*5 = 
19952.jpg,what is the text present in the image ?,1-4 = 
19953.jpg,what is the text present in the image ?,7/1 = 
19954.jpg,what is the text present in the image ?,2-3 = 
19955.jpg,what is the text present in the image ?,9+2 = 
19956.jpg,what is the text present in the image ?,2-4 = 
19957.jpg,what is the text present in the image ?,5-3 = 
19958.jpg,what is the text present in the image ?,7+7 = 
19959.jpg,what is the text present in the image ?,8/4 = 
19960.jpg,what is the text present in the image ?,2-5 = 
19961.jpg,what is the text present in the image ?,3*4 = 
19962.jpg,what is the text present in the image ?,5+7 = 
19963.jpg,what is the text present in the image ?,8-8 = 
19964.jpg,what is the text present in the image ?,8/1 = 
19965.jpg,what is the text present in the image ?,1+7 = 
19966.jpg,what is the text present in the image ?,7-9 = 
19967.jpg,what is the text present in the image ?,2*1 = 
19968.jpg,what is the text present in the image ?,9+3 = 
19969.jpg,what is the text present in the image ?,3/2 = 
19970.jpg,what is the text present in the image ?,2*7 = 
19971.jpg,what is the text present in the image ?,9+3 = 
19972.jpg,what is the text present in the image ?,1*8 = 
19973.jpg,what is the text present in the image ?,3-7 = 
19974.jpg,what is the text present in the image ?,3+4 = 
19975.jpg,what is the text present in the image ?,9+4 = 
19976.jpg,what is the text present in the image ?,9/8 = 
19977.jpg,what is the text present in the image ?,5+2 = 
19978.jpg,what is the text present in the image ?,5/8 = 
19979.jpg,what is the text present in the image ?,8/8 = 
19980.jpg,what is the text present in the image ?,5/5 = 
19981.jpg,what is the text present in the image ?,2*2 = 
19982.jpg,what is the text present in the image ?,1-4 = 
19983.jpg,what is the text present in the image ?,5-3 = 
19984.jpg,what is the text present in the image ?,9-7 = 
19985.jpg,what is the text present in the image ?,7/4 = 
19986.jpg,what is the text present in the image ?,5*9 = 
19987.jpg,what is the text present in the image ?,3+3 = 
19988.jpg,what is the text present in the image ?,7-6 = 
19989.jpg,what is the text present in the image ?,4+4 = 
19990.jpg,what is the text present in the image ?,2/1 = 
19991.jpg,what is the text present in the image ?,4/3 = 
19992.jpg,what is the text present in the image ?,7/5 = 
19993.jpg,what is the text present in the image ?,3-5 = 
19994.jpg,what is the text present in the image ?,3+6 = 
19995.jpg,what is the text present in the image ?,8/7 = 
19996.jpg,what is the text present in the image ?,4/4 = 
19997.jpg,what is the text present in the image ?,1/2 = 
19998.jpg,what is the text present in the image ?,8*5 = 
19999.jpg,what is the text present in the image ?,4*1 = 
20000.jpg,what is the text present in the image ?,2*3 = 
20001.jpg,what is the text present in the image ?,4/4 = 
20002.jpg,what is the text present in the image ?,5/3 = 
20003.jpg,what is the text present in the image ?,2-5 = 
20004.jpg,what is the text present in the image ?,2+3 = 
20005.jpg,what is the text present in the image ?,6+5 = 
20006.jpg,what is the text present in the image ?,8-2 = 
20007.jpg,what is the text present in the image ?,6/9 = 
20008.jpg,what is the text present in the image ?,5+2 = 
20009.jpg,what is the text present in the image ?,4+6 = 
20010.jpg,what is the text present in the image ?,2/6 = 
20011.jpg,what is the text present in the image ?,9/1 = 
20012.jpg,what is the text present in the image ?,1+7 = 
20013.jpg,what is the text present in the image ?,5*2 = 
20014.jpg,what is the text present in the image ?,3+3 = 
20015.jpg,what is the text present in the image ?,3-1 = 
20016.jpg,what is the text present in the image ?,3/1 = 
20017.jpg,what is the text present in the image ?,8+2 = 
20018.jpg,what is the text present in the image ?,4-4 = 
20019.jpg,what is the text present in the image ?,4/6 = 
20020.jpg,what is the text present in the image ?,1*6 = 
20021.jpg,what is the text present in the image ?,8-7 = 
20022.jpg,what is the text present in the image ?,5+7 = 
20023.jpg,what is the text present in the image ?,3/2 = 
20024.jpg,what is the text present in the image ?,6-6 = 
20025.jpg,what is the text present in the image ?,6-1 = 
20026.jpg,what is the text present in the image ?,8*7 = 
20027.jpg,what is the text present in the image ?,4/9 = 
20028.jpg,what is the text present in the image ?,7*5 = 
20029.jpg,what is the text present in the image ?,5-5 = 
20030.jpg,what is the text present in the image ?,8-9 = 
20031.jpg,what is the text present in the image ?,3+8 = 
20032.jpg,what is the text present in the image ?,6-7 = 
20033.jpg,what is the text present in the image ?,2-4 = 
20034.jpg,what is the text present in the image ?,2-6 = 
20035.jpg,what is the text present in the image ?,1*5 = 
20036.jpg,what is the text present in the image ?,6-9 = 
20037.jpg,what is the text present in the image ?,5/4 = 
20038.jpg,what is the text present in the image ?,7/2 = 
20039.jpg,what is the text present in the image ?,4+5 = 
20040.jpg,what is the text present in the image ?,3+2 = 
20041.jpg,what is the text present in the image ?,8+8 = 
20042.jpg,what is the text present in the image ?,8/5 = 
20043.jpg,what is the text present in the image ?,2/1 = 
20044.jpg,what is the text present in the image ?,8-2 = 
20045.jpg,what is the text present in the image ?,6/8 = 
20046.jpg,what is the text present in the image ?,4/7 = 
20047.jpg,what is the text present in the image ?,8*4 = 
20048.jpg,what is the text present in the image ?,1/2 = 
20049.jpg,what is the text present in the image ?,7/3 = 
20050.jpg,what is the text present in the image ?,9+2 = 
20051.jpg,what is the text present in the image ?,6*4 = 
20052.jpg,what is the text present in the image ?,9-2 = 
20053.jpg,what is the text present in the image ?,7/1 = 
20054.jpg,what is the text present in the image ?,3*2 = 
20055.jpg,what is the text present in the image ?,9/5 = 
20056.jpg,what is the text present in the image ?,9/7 = 
20057.jpg,what is the text present in the image ?,2+7 = 
20058.jpg,what is the text present in the image ?,1*5 = 
20059.jpg,what is the text present in the image ?,5+4 = 
20060.jpg,what is the text present in the image ?,3-6 = 
20061.jpg,what is the text present in the image ?,9+3 = 
20062.jpg,what is the text present in the image ?,6-8 = 
20063.jpg,what is the text present in the image ?,6-9 = 
20064.jpg,what is the text present in the image ?,9/8 = 
20065.jpg,what is the text present in the image ?,2/2 = 
20066.jpg,what is the text present in the image ?,2-1 = 
20067.jpg,what is the text present in the image ?,7*2 = 
20068.jpg,what is the text present in the image ?,1*5 = 
20069.jpg,what is the text present in the image ?,4+7 = 
20070.jpg,what is the text present in the image ?,8*1 = 
20071.jpg,what is the text present in the image ?,3*2 = 
20072.jpg,what is the text present in the image ?,9*4 = 
20073.jpg,what is the text present in the image ?,3/1 = 
20074.jpg,what is the text present in the image ?,1/6 = 
20075.jpg,what is the text present in the image ?,4+8 = 
20076.jpg,what is the text present in the image ?,5+4 = 
20077.jpg,what is the text present in the image ?,2-4 = 
20078.jpg,what is the text present in the image ?,1/7 = 
20079.jpg,what is the text present in the image ?,3-8 = 
20080.jpg,what is the text present in the image ?,2/2 = 
20081.jpg,what is the text present in the image ?,6/7 = 
20082.jpg,what is the text present in the image ?,7+8 = 
20083.jpg,what is the text present in the image ?,7*9 = 
20084.jpg,what is the text present in the image ?,7*4 = 
20085.jpg,what is the text present in the image ?,7/6 = 
20086.jpg,what is the text present in the image ?,2-2 = 
20087.jpg,what is the text present in the image ?,4*8 = 
20088.jpg,what is the text present in the image ?,9+4 = 
20089.jpg,what is the text present in the image ?,9+9 = 
20090.jpg,what is the text present in the image ?,1-8 = 
20091.jpg,what is the text present in the image ?,8+8 = 
20092.jpg,what is the text present in the image ?,9-3 = 
20093.jpg,what is the text present in the image ?,4+9 = 
20094.jpg,what is the text present in the image ?,4-4 = 
20095.jpg,what is the text present in the image ?,4-5 = 
20096.jpg,what is the text present in the image ?,8*4 = 
20097.jpg,what is the text present in the image ?,1*4 = 
20098.jpg,what is the text present in the image ?,9/3 = 
20099.jpg,what is the text present in the image ?,8/2 = 
20100.jpg,what is the text present in the image ?,7*2 = 
20101.jpg,what is the text present in the image ?,5/2 = 
20102.jpg,what is the text present in the image ?,3*1 = 
20103.jpg,what is the text present in the image ?,6/7 = 
20104.jpg,what is the text present in the image ?,1+3 = 
20105.jpg,what is the text present in the image ?,8-3 = 
20106.jpg,what is the text present in the image ?,9/7 = 
20107.jpg,what is the text present in the image ?,1*6 = 
20108.jpg,what is the text present in the image ?,3/5 = 
20109.jpg,what is the text present in the image ?,4*2 = 
20110.jpg,what is the text present in the image ?,1+7 = 
20111.jpg,what is the text present in the image ?,1+1 = 
20112.jpg,what is the text present in the image ?,5*2 = 
20113.jpg,what is the text present in the image ?,7*6 = 
20114.jpg,what is the text present in the image ?,3/5 = 
20115.jpg,what is the text present in the image ?,6+2 = 
20116.jpg,what is the text present in the image ?,7-2 = 
20117.jpg,what is the text present in the image ?,8*2 = 
20118.jpg,what is the text present in the image ?,8/3 = 
20119.jpg,what is the text present in the image ?,4*9 = 
20120.jpg,what is the text present in the image ?,3/8 = 
20121.jpg,what is the text present in the image ?,5-4 = 
20122.jpg,what is the text present in the image ?,9-6 = 
20123.jpg,what is the text present in the image ?,5/7 = 
20124.jpg,what is the text present in the image ?,3*8 = 
20125.jpg,what is the text present in the image ?,3+1 = 
20126.jpg,what is the text present in the image ?,6*7 = 
20127.jpg,what is the text present in the image ?,5/5 = 
20128.jpg,what is the text present in the image ?,3+5 = 
20129.jpg,what is the text present in the image ?,3*5 = 
20130.jpg,what is the text present in the image ?,4/6 = 
20131.jpg,what is the text present in the image ?,5-8 = 
20132.jpg,what is the text present in the image ?,2*1 = 
20133.jpg,what is the text present in the image ?,1*6 = 
20134.jpg,what is the text present in the image ?,1-7 = 
20135.jpg,what is the text present in the image ?,3+8 = 
20136.jpg,what is the text present in the image ?,6+8 = 
20137.jpg,what is the text present in the image ?,8-4 = 
20138.jpg,what is the text present in the image ?,7+1 = 
20139.jpg,what is the text present in the image ?,1*8 = 
20140.jpg,what is the text present in the image ?,2+4 = 
20141.jpg,what is the text present in the image ?,3*4 = 
20142.jpg,what is the text present in the image ?,9-4 = 
20143.jpg,what is the text present in the image ?,2/7 = 
20144.jpg,what is the text present in the image ?,4+3 = 
20145.jpg,what is the text present in the image ?,3+7 = 
20146.jpg,what is the text present in the image ?,6+7 = 
20147.jpg,what is the text present in the image ?,6/3 = 
20148.jpg,what is the text present in the image ?,5*1 = 
20149.jpg,what is the text present in the image ?,8+4 = 
20150.jpg,what is the text present in the image ?,6+7 = 
20151.jpg,what is the text present in the image ?,7*8 = 
20152.jpg,what is the text present in the image ?,1-9 = 
20153.jpg,what is the text present in the image ?,4/3 = 
20154.jpg,what is the text present in the image ?,4/3 = 
20155.jpg,what is the text present in the image ?,5/7 = 
20156.jpg,what is the text present in the image ?,5+1 = 
20157.jpg,what is the text present in the image ?,5+1 = 
20158.jpg,what is the text present in the image ?,5*3 = 
20159.jpg,what is the text present in the image ?,8*6 = 
20160.jpg,what is the text present in the image ?,3/2 = 
20161.jpg,what is the text present in the image ?,9-3 = 
20162.jpg,what is the text present in the image ?,1*2 = 
20163.jpg,what is the text present in the image ?,7-6 = 
20164.jpg,what is the text present in the image ?,6*4 = 
20165.jpg,what is the text present in the image ?,1/4 = 
20166.jpg,what is the text present in the image ?,9/4 = 
20167.jpg,what is the text present in the image ?,6*1 = 
20168.jpg,what is the text present in the image ?,5/2 = 
20169.jpg,what is the text present in the image ?,9*7 = 
20170.jpg,what is the text present in the image ?,8-9 = 
20171.jpg,what is the text present in the image ?,9/9 = 
20172.jpg,what is the text present in the image ?,6+9 = 
20173.jpg,what is the text present in the image ?,7+8 = 
20174.jpg,what is the text present in the image ?,7*9 = 
20175.jpg,what is the text present in the image ?,8/5 = 
20176.jpg,what is the text present in the image ?,9*2 = 
20177.jpg,what is the text present in the image ?,4-4 = 
20178.jpg,what is the text present in the image ?,5-9 = 
20179.jpg,what is the text present in the image ?,7+5 = 
20180.jpg,what is the text present in the image ?,1+7 = 
20181.jpg,what is the text present in the image ?,9/6 = 
20182.jpg,what is the text present in the image ?,7*6 = 
20183.jpg,what is the text present in the image ?,9/7 = 
20184.jpg,what is the text present in the image ?,7+4 = 
20185.jpg,what is the text present in the image ?,6/1 = 
20186.jpg,what is the text present in the image ?,6*6 = 
20187.jpg,what is the text present in the image ?,8/8 = 
20188.jpg,what is the text present in the image ?,2*9 = 
20189.jpg,what is the text present in the image ?,4+2 = 
20190.jpg,what is the text present in the image ?,4-2 = 
20191.jpg,what is the text present in the image ?,3-3 = 
20192.jpg,what is the text present in the image ?,2*1 = 
20193.jpg,what is the text present in the image ?,7/2 = 
20194.jpg,what is the text present in the image ?,3-5 = 
20195.jpg,what is the text present in the image ?,5+7 = 
20196.jpg,what is the text present in the image ?,1*4 = 
20197.jpg,what is the text present in the image ?,7+4 = 
20198.jpg,what is the text present in the image ?,6-2 = 
20199.jpg,what is the text present in the image ?,3/6 = 
20200.jpg,what is the text present in the image ?,1/8 = 
20201.jpg,what is the text present in the image ?,4/6 = 
20202.jpg,what is the text present in the image ?,4*8 = 
20203.jpg,what is the text present in the image ?,2-1 = 
20204.jpg,what is the text present in the image ?,1*2 = 
20205.jpg,what is the text present in the image ?,8-5 = 
20206.jpg,what is the text present in the image ?,7*3 = 
20207.jpg,what is the text present in the image ?,6*1 = 
20208.jpg,what is the text present in the image ?,4-4 = 
20209.jpg,what is the text present in the image ?,3-2 = 
20210.jpg,what is the text present in the image ?,5*2 = 
20211.jpg,what is the text present in the image ?,2*4 = 
20212.jpg,what is the text present in the image ?,7+8 = 
20213.jpg,what is the text present in the image ?,9-1 = 
20214.jpg,what is the text present in the image ?,1*7 = 
20215.jpg,what is the text present in the image ?,9-3 = 
20216.jpg,what is the text present in the image ?,4-3 = 
20217.jpg,what is the text present in the image ?,1-1 = 
20218.jpg,what is the text present in the image ?,6/8 = 
20219.jpg,what is the text present in the image ?,3/9 = 
20220.jpg,what is the text present in the image ?,5*7 = 
20221.jpg,what is the text present in the image ?,2-9 = 
20222.jpg,what is the text present in the image ?,2/5 = 
20223.jpg,what is the text present in the image ?,6-1 = 
20224.jpg,what is the text present in the image ?,9/4 = 
20225.jpg,what is the text present in the image ?,3*5 = 
20226.jpg,what is the text present in the image ?,3*3 = 
20227.jpg,what is the text present in the image ?,9/1 = 
20228.jpg,what is the text present in the image ?,7*6 = 
20229.jpg,what is the text present in the image ?,1-5 = 
20230.jpg,what is the text present in the image ?,8/8 = 
20231.jpg,what is the text present in the image ?,6*4 = 
20232.jpg,what is the text present in the image ?,3*7 = 
20233.jpg,what is the text present in the image ?,5*2 = 
20234.jpg,what is the text present in the image ?,5+9 = 
20235.jpg,what is the text present in the image ?,5+9 = 
20236.jpg,what is the text present in the image ?,9+7 = 
20237.jpg,what is the text present in the image ?,8+4 = 
20238.jpg,what is the text present in the image ?,6-5 = 
20239.jpg,what is the text present in the image ?,5-2 = 
20240.jpg,what is the text present in the image ?,1-1 = 
20241.jpg,what is the text present in the image ?,5*9 = 
20242.jpg,what is the text present in the image ?,9*8 = 
20243.jpg,what is the text present in the image ?,9*7 = 
20244.jpg,what is the text present in the image ?,4*3 = 
20245.jpg,what is the text present in the image ?,5*6 = 
20246.jpg,what is the text present in the image ?,2+3 = 
20247.jpg,what is the text present in the image ?,1+6 = 
20248.jpg,what is the text present in the image ?,8/1 = 
20249.jpg,what is the text present in the image ?,4-5 = 
20250.jpg,what is the text present in the image ?,7/4 = 
20251.jpg,what is the text present in the image ?,8*1 = 
20252.jpg,what is the text present in the image ?,1*8 = 
20253.jpg,what is the text present in the image ?,2*9 = 
20254.jpg,what is the text present in the image ?,6+7 = 
20255.jpg,what is the text present in the image ?,4/6 = 
20256.jpg,what is the text present in the image ?,7*6 = 
20257.jpg,what is the text present in the image ?,1/8 = 
20258.jpg,what is the text present in the image ?,6*9 = 
20259.jpg,what is the text present in the image ?,4*5 = 
20260.jpg,what is the text present in the image ?,1-2 = 
20261.jpg,what is the text present in the image ?,8*6 = 
20262.jpg,what is the text present in the image ?,8+1 = 
20263.jpg,what is the text present in the image ?,8+7 = 
20264.jpg,what is the text present in the image ?,2-3 = 
20265.jpg,what is the text present in the image ?,5-7 = 
20266.jpg,what is the text present in the image ?,7-1 = 
20267.jpg,what is the text present in the image ?,8/6 = 
20268.jpg,what is the text present in the image ?,2-7 = 
20269.jpg,what is the text present in the image ?,2/2 = 
20270.jpg,what is the text present in the image ?,8-9 = 
20271.jpg,what is the text present in the image ?,9*5 = 
20272.jpg,what is the text present in the image ?,7*8 = 
20273.jpg,what is the text present in the image ?,3+2 = 
20274.jpg,what is the text present in the image ?,5-8 = 
20275.jpg,what is the text present in the image ?,5-8 = 
20276.jpg,what is the text present in the image ?,2/1 = 
20277.jpg,what is the text present in the image ?,9-6 = 
20278.jpg,what is the text present in the image ?,5/6 = 
20279.jpg,what is the text present in the image ?,3/4 = 
20280.jpg,what is the text present in the image ?,7-8 = 
20281.jpg,what is the text present in the image ?,8+4 = 
20282.jpg,what is the text present in the image ?,6*9 = 
20283.jpg,what is the text present in the image ?,6/7 = 
20284.jpg,what is the text present in the image ?,8/1 = 
20285.jpg,what is the text present in the image ?,2/5 = 
20286.jpg,what is the text present in the image ?,6-2 = 
20287.jpg,what is the text present in the image ?,3/5 = 
20288.jpg,what is the text present in the image ?,8*2 = 
20289.jpg,what is the text present in the image ?,3/9 = 
20290.jpg,what is the text present in the image ?,9-4 = 
20291.jpg,what is the text present in the image ?,1*8 = 
20292.jpg,what is the text present in the image ?,8-4 = 
20293.jpg,what is the text present in the image ?,8-9 = 
20294.jpg,what is the text present in the image ?,1*5 = 
20295.jpg,what is the text present in the image ?,8*3 = 
20296.jpg,what is the text present in the image ?,7/9 = 
20297.jpg,what is the text present in the image ?,9/8 = 
20298.jpg,what is the text present in the image ?,9+8 = 
20299.jpg,what is the text present in the image ?,2-4 = 
20300.jpg,what is the text present in the image ?,5-5 = 
20301.jpg,what is the text present in the image ?,9+7 = 
20302.jpg,what is the text present in the image ?,5+5 = 
20303.jpg,what is the text present in the image ?,1*3 = 
20304.jpg,what is the text present in the image ?,4-4 = 
20305.jpg,what is the text present in the image ?,3-7 = 
20306.jpg,what is the text present in the image ?,9+3 = 
20307.jpg,what is the text present in the image ?,3+9 = 
20308.jpg,what is the text present in the image ?,1*9 = 
20309.jpg,what is the text present in the image ?,4-7 = 
20310.jpg,what is the text present in the image ?,4+5 = 
20311.jpg,what is the text present in the image ?,7/1 = 
20312.jpg,what is the text present in the image ?,2-7 = 
20313.jpg,what is the text present in the image ?,6/7 = 
20314.jpg,what is the text present in the image ?,8+4 = 
20315.jpg,what is the text present in the image ?,6*5 = 
20316.jpg,what is the text present in the image ?,8-4 = 
20317.jpg,what is the text present in the image ?,8-1 = 
20318.jpg,what is the text present in the image ?,1+5 = 
20319.jpg,what is the text present in the image ?,4*9 = 
20320.jpg,what is the text present in the image ?,9*9 = 
20321.jpg,what is the text present in the image ?,7+5 = 
20322.jpg,what is the text present in the image ?,7+3 = 
20323.jpg,what is the text present in the image ?,8*4 = 
20324.jpg,what is the text present in the image ?,9/2 = 
20325.jpg,what is the text present in the image ?,2-6 = 
20326.jpg,what is the text present in the image ?,8/3 = 
20327.jpg,what is the text present in the image ?,3/4 = 
20328.jpg,what is the text present in the image ?,7/5 = 
20329.jpg,what is the text present in the image ?,7*4 = 
20330.jpg,what is the text present in the image ?,2+4 = 
20331.jpg,what is the text present in the image ?,2*6 = 
20332.jpg,what is the text present in the image ?,6+4 = 
20333.jpg,what is the text present in the image ?,6+4 = 
20334.jpg,what is the text present in the image ?,9*1 = 
20335.jpg,what is the text present in the image ?,9-9 = 
20336.jpg,what is the text present in the image ?,1/3 = 
20337.jpg,what is the text present in the image ?,9-7 = 
20338.jpg,what is the text present in the image ?,8-3 = 
20339.jpg,what is the text present in the image ?,1-1 = 
20340.jpg,what is the text present in the image ?,5*2 = 
20341.jpg,what is the text present in the image ?,5-7 = 
20342.jpg,what is the text present in the image ?,5+3 = 
20343.jpg,what is the text present in the image ?,3-7 = 
20344.jpg,what is the text present in the image ?,9*5 = 
20345.jpg,what is the text present in the image ?,6-8 = 
20346.jpg,what is the text present in the image ?,7/5 = 
20347.jpg,what is the text present in the image ?,2/4 = 
20348.jpg,what is the text present in the image ?,1*4 = 
20349.jpg,what is the text present in the image ?,2*2 = 
20350.jpg,what is the text present in the image ?,7-2 = 
20351.jpg,what is the text present in the image ?,5-7 = 
20352.jpg,what is the text present in the image ?,4-4 = 
20353.jpg,what is the text present in the image ?,4*8 = 
20354.jpg,what is the text present in the image ?,8+5 = 
20355.jpg,what is the text present in the image ?,3/4 = 
20356.jpg,what is the text present in the image ?,5-5 = 
20357.jpg,what is the text present in the image ?,8+8 = 
20358.jpg,what is the text present in the image ?,5*6 = 
20359.jpg,what is the text present in the image ?,6*9 = 
20360.jpg,what is the text present in the image ?,5/7 = 
20361.jpg,what is the text present in the image ?,4-5 = 
20362.jpg,what is the text present in the image ?,2*1 = 
20363.jpg,what is the text present in the image ?,3+3 = 
20364.jpg,what is the text present in the image ?,8-1 = 
20365.jpg,what is the text present in the image ?,1/4 = 
20366.jpg,what is the text present in the image ?,5*5 = 
20367.jpg,what is the text present in the image ?,9/8 = 
20368.jpg,what is the text present in the image ?,2*3 = 
20369.jpg,what is the text present in the image ?,7-8 = 
20370.jpg,what is the text present in the image ?,6*2 = 
20371.jpg,what is the text present in the image ?,2/3 = 
20372.jpg,what is the text present in the image ?,7-1 = 
20373.jpg,what is the text present in the image ?,1-9 = 
20374.jpg,what is the text present in the image ?,4-6 = 
20375.jpg,what is the text present in the image ?,4*9 = 
20376.jpg,what is the text present in the image ?,5+7 = 
20377.jpg,what is the text present in the image ?,4*1 = 
20378.jpg,what is the text present in the image ?,8*4 = 
20379.jpg,what is the text present in the image ?,3/8 = 
20380.jpg,what is the text present in the image ?,8+7 = 
20381.jpg,what is the text present in the image ?,6/4 = 
20382.jpg,what is the text present in the image ?,9*8 = 
20383.jpg,what is the text present in the image ?,2+3 = 
20384.jpg,what is the text present in the image ?,5+4 = 
20385.jpg,what is the text present in the image ?,3/5 = 
20386.jpg,what is the text present in the image ?,9/3 = 
20387.jpg,what is the text present in the image ?,9-4 = 
20388.jpg,what is the text present in the image ?,9+5 = 
20389.jpg,what is the text present in the image ?,7*9 = 
20390.jpg,what is the text present in the image ?,8/2 = 
20391.jpg,what is the text present in the image ?,1*2 = 
20392.jpg,what is the text present in the image ?,2/7 = 
20393.jpg,what is the text present in the image ?,9+5 = 
20394.jpg,what is the text present in the image ?,7*6 = 
20395.jpg,what is the text present in the image ?,2-8 = 
20396.jpg,what is the text present in the image ?,8*7 = 
20397.jpg,what is the text present in the image ?,5/4 = 
20398.jpg,what is the text present in the image ?,6+3 = 
20399.jpg,what is the text present in the image ?,4+8 = 
20400.jpg,what is the text present in the image ?,5*5 = 
20401.jpg,what is the text present in the image ?,9*2 = 
20402.jpg,what is the text present in the image ?,9-3 = 
20403.jpg,what is the text present in the image ?,7-8 = 
20404.jpg,what is the text present in the image ?,2/4 = 
20405.jpg,what is the text present in the image ?,5+1 = 
20406.jpg,what is the text present in the image ?,1-9 = 
20407.jpg,what is the text present in the image ?,9/6 = 
20408.jpg,what is the text present in the image ?,8/2 = 
20409.jpg,what is the text present in the image ?,1-9 = 
20410.jpg,what is the text present in the image ?,7*1 = 
20411.jpg,what is the text present in the image ?,2*1 = 
20412.jpg,what is the text present in the image ?,8-1 = 
20413.jpg,what is the text present in the image ?,2+7 = 
20414.jpg,what is the text present in the image ?,9*7 = 
20415.jpg,what is the text present in the image ?,8+5 = 
20416.jpg,what is the text present in the image ?,8/6 = 
20417.jpg,what is the text present in the image ?,6-4 = 
20418.jpg,what is the text present in the image ?,4/8 = 
20419.jpg,what is the text present in the image ?,5+3 = 
20420.jpg,what is the text present in the image ?,8-9 = 
20421.jpg,what is the text present in the image ?,7/3 = 
